A007700,F&F홀딩스,KOSPI,1,"섬유,의복"
A007810,코리아써키트,KOSPI,1,"전기,전자"
A007815,코리아써우,KOSPI,1,"전기,전자"
A00781K,코리아써키트2우B,KOSPI,1,"전기,전자"
A007860,서연,KOSPI,1,금융업
A007980,태평양물산,KOSPI,1,"섬유,의복"
A008040,사조동아원,KOSPI,1,음식료품
A008060,대덕,KOSPI,1,금융업
A00806K,대덕1우,KOSPI,1,금융업
A008110,대동전자,KOSPI,1,"전기,전자"
A008250,이건산업,KOSPI,1,"종이,목재"
A008260,NI스틸,KOSPI,1,"철강,금속"
A008350,남선알미늄,KOSPI,1,"철강,금속"
A008355,남선알미우,KOSPI,1,"철강,금속"
A008420,문배철강,KOSPI,1,"철강,금속"
A008490,서흥,KOSPI,1,화학
A008500,일정실업,KOSPI,1,"섬유,의복"
A008560,메리츠증권,KOSPI,1,증권
A008600,윌비스,KOSPI,1,유통업
A008700,아남전자,KOSPI,1,"전기,전자"
A008730,율촌화학,KOSPI,1,화학
A008770,호텔신라,KOSPI,1,유통업
A008775,호텔신라우,KOSPI,1,유통업
A008870,금비,KOSPI,1,비금속광물
A008930,한미사이언스,KOSPI,1,금융업
A008970,동양철관,KOSPI,1,"철강,금속"
A009070,KCTC,KOSPI,1,운수창고
A009140,경인전자,KOSPI,1,"전기,전자"
A009150,삼성전기,KOSPI,1,"전기,전자"
A009155,삼성전기우,KOSPI,1,"전기,전자"
A009160,SIMPAC,KOSPI,1,기계
A009180,한솔로지스틱스,KOSPI,1,운수창고
A009190,대양금속,KOSPI,1,"철강,금속"
A009200,무림페이퍼,KOSPI,1,"종이,목재"
A009240,한샘,KOSPI,1,유통업
A009270,신원,KOSPI,1,"섬유,의복"
A009275,신원우,KOSPI,1,"섬유,의복"
A009290,광동제약,KOSPI,1,의약품
A009310,참엔지니어링,KOSPI,1,기계
A009320,대우부품,KOSPI,1,운송장비
A009410,태영건설,KOSPI,1,건설업
A009415,태영건설우,KOSPI,1,건설업
A009420,한올바이오파마,KOSPI,1,의약품
A009440,KC그린홀딩스,KOSPI,1,금융업
